"","x"
"STAT4",1.24469618410815
"STAT5A",0.277025381402977
"STAT5B",0.0476943880668861
"STAT6",0.168342960540491
"TAF1",0.289608081090851
"TAL1",0.0636107364265834
"TAX1BP1",0.192051301360133
"TBP",0.539240844953197
"TBPL1",0.745604170591594
"TBR1",0.802066298768384
"TBX19",0.688002420876725
"TBX2",1.62929082940696
"TBX4",1.500974535248
"TBX5",0.932693062733889
"TCF12",0.0665559277043979
"TCF19",1.16058166002732
"TCF20",0.623480584459148
"TCF21",0.39383031318001
"TCF25",0.0226459568545652
"TCF3",1.19440706392408
"TCF4",0.426948199611165
"TCF7L1",0.693050920601369
"TCF7L2",0.13201756151021
"TEAD1",0.324458733419105
"TEAD2",1.45270694568514
"TEAD3",0.119891535671226
"TEAD4",0.896800512788063
"TEF",0.279617489762676
"TERF1",0.593328359502969
"TFAM",0.381343358265809
"TFAP2A",0.895320079494361
"TFAP2B",3.23601667213939
"TFAP2C",0.194386700990171
"TFB1M",0.102614441965947
"TFCP2",0.349686044474367
"TFDP1",0.504959992378851
"TFDP2",0.676076109127599
"TFE3",0.427940688174544
"TFEB",0.0779227070111528
"TFEC",1.16055264329501
"TGIF1",0.875571861009342
"TGIF2",0.911048851203454
"THAP1",0.337462122575983
"THAP7",0.467914401599747
"THAP8",0.340640998989661
"THRA",0.28037708050323
"THRB",1.01352041888713
"TLX1",1.99995570448416
"TLX2",2.30613948973223
"TLX3",2.16141450393516
"TOE1",0.293134518023841
"TOPORS",0.00984911378192965
"TOX4",0.0820131982905803
"TP53",0.159368326826177
"TP63",1.24033472641366
"TP73",0.98107934023025
"TRERF1",0.586865975766036
"TRPS1",0.58588051808182
"TSC22D1",0.35411552288943
"TSC22D3",0.134880812562452
"TSC22D4",0.11127343667092
"TTF1",0.528669704663542
"TTF2",0.746898367738681
"TUB",0.905912772660571
"TWIST1",1.24985141598353
"UBTF",0.365925939356381
"UNK",0.220709825537273
"USF1",0.805510876821534
"USF2",0.210247769093366
"UTF1",0.0702347383220072
"VDR",0.696544969962466
"WIZ",0.619374435087993
"WT1",1.56179872181483
"XBP1",0.404773947116642
"YBX1",0.522124536314307
"YEATS4",0.540292124400126
"YY1",0.632331460682408
"ZBED1",0.34097588255218
"ZBTB1",0.408650777741652
"ZBTB11",0.57758276549759
"ZBTB12",0.401253941711734
"ZBTB16",3.68799009823678
"ZBTB17",0.535517521547001
"ZBTB2",0.576374936381889
"ZBTB22",0.134250528693919
"ZBTB24",0.430118633434192
"ZBTB25",0.522172743765343
"ZBTB32",2.03811156006741
"ZBTB33",0.389112981227184
"ZBTB43",0.185042675895042
"ZBTB44",0.355753528389085
"ZBTB45",0.240317104932412
